onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
115.7,4.5,105,0.2,right ,14,4,120.2,NaN,NaN,,NaN,NaN
121.2,4.5,0,0.2,left  ,15,4,125.7,NaN,NaN,,NaN,NaN
123.4,4.5,45,0.2,right ,15,4,127.9,NaN,NaN,,NaN,NaN
128.8,4.5,60,0.2,left  ,16,4,133.3,NaN,NaN,,NaN,NaN
132.7,4.5,135,0.8,right ,16,4,137.2,NaN,NaN,,NaN,NaN
136.9,4.5,45,0.8,left  ,17,4,141.4,NaN,NaN,,NaN,NaN
141.3,4.5,15,0.8,right ,17,4,145.8,NaN,NaN,,NaN,NaN
145.7,4.5,30,0.2,left  ,18,4,150.2,NaN,NaN,,NaN,NaN
149.6,4.5,75,0.2,right ,18,4,154.1,NaN,NaN,,NaN,NaN
154.8,4.5,0,0.2,left  ,19,4,159.3,NaN,NaN,,NaN,NaN
157.4,4.5,165,0.2,right ,19,4,161.9,NaN,NaN,,NaN,NaN
162.9,4.5,75,0.8,left  ,20,4,167.4,NaN,NaN,,NaN,NaN
165.4,4.5,150,0.8,right ,20,4,169.9,NaN,NaN,,NaN,NaN
171.4,4.5,90,0.8,left  ,21,4,175.9,NaN,NaN,,NaN,NaN
173.8,4.5,120,0.2,right ,21,4,178.3,NaN,NaN,,NaN,NaN
180.6,4.5,165,0.8,left  ,22,4,185.1,NaN,NaN,,NaN,NaN
182.4,4.5,0,0.2,right ,22,4,186.9,NaN,NaN,,NaN,NaN
189.3,4.5,75,0.2,left  ,23,4,193.8,NaN,NaN,,NaN,NaN
190.6,4.5,75,0.8,right ,23,4,195.1,NaN,NaN,,NaN,NaN
197.9,4.5,150,0.8,left  ,24,4,202.4,NaN,NaN,,NaN,NaN
199.7,4.5,45,0.2,right ,24,4,204.2,NaN,NaN,,NaN,NaN
206,4.5,105,0.2,left  ,25,4,210.5,NaN,NaN,,NaN,NaN
209,4.5,90,0.8,right ,25,4,213.5,NaN,NaN,,NaN,NaN
214.3,4.5,105,0.2,left  ,26,4,218.8,NaN,NaN,,NaN,NaN
218,4.5,60,0.2,right ,26,4,222.5,NaN,NaN,,NaN,NaN
223.4,4.5,60,0.2,left  ,27,4,227.9,NaN,NaN,,NaN,NaN
226.3,4.5,15,0.8,right ,27,4,230.8,NaN,NaN,,NaN,NaN
231.6,4.5,0,0.2,left  ,28,4,236.1,NaN,NaN,,NaN,NaN
235,4.5,150,0.2,right ,28,4,239.5,NaN,NaN,,NaN,NaN
240,4.5,120,0.2,left  ,29,4,244.5,NaN,NaN,,NaN,NaN
243.8,4.5,75,0.2,right ,29,4,248.3,NaN,NaN,,NaN,NaN
248.2,4.5,60,0.8,left  ,30,4,252.7,NaN,NaN,,NaN,NaN
251.5,4.5,15,0.2,right ,30,4,256,NaN,NaN,,NaN,NaN
257.1,4.5,45,0.8,left  ,31,4,261.6,NaN,NaN,,NaN,NaN
260,4.5,120,0.8,right ,31,4,264.5,NaN,NaN,,NaN,NaN
265.7,4.5,105,0.8,left  ,32,4,270.2,NaN,NaN,,NaN,NaN
268.1,4.5,135,0.2,right ,32,4,272.6,NaN,NaN,,NaN,NaN
274.5,4.5,75,0.8,left  ,33,4,279,NaN,NaN,,NaN,NaN
276.8,4.5,135,0.8,right ,33,4,281.3,NaN,NaN,,NaN,NaN
283,4.5,90,0.2,left  ,34,4,287.5,NaN,NaN,,NaN,NaN
286.2,4.5,60,0.8,right ,34,4,290.7,NaN,NaN,,NaN,NaN
291.3,4.5,165,0.2,left  ,35,4,295.8,NaN,NaN,,NaN,NaN
294.5,4.5,0,0.2,right ,35,4,299,NaN,NaN,,NaN,NaN
299.8,4.5,150,0.8,left  ,36,4,304.3,NaN,NaN,,NaN,NaN
302,4.5,45,0.8,right ,36,4,306.5,NaN,NaN,,NaN,NaN
307.4,4.5,120,0.2,left  ,37,4,311.9,NaN,NaN,,NaN,NaN
311.4,4.5,150,0.2,right ,37,4,315.9,NaN,NaN,,NaN,NaN
315.7,4.5,15,0.8,left  ,38,4,320.2,NaN,NaN,,NaN,NaN
320.8,4.5,15,0.2,right ,38,4,325.3,NaN,NaN,,NaN,NaN
325.2,4.5,15,0.2,left  ,39,4,329.7,NaN,NaN,,NaN,NaN
329,4.5,0,0.2,right ,39,4,333.5,NaN,NaN,,NaN,NaN
334.3,4.5,0,0.2,left  ,40,4,338.8,NaN,NaN,,NaN,NaN
337,4.5,105,0.8,right ,40,4,341.5,NaN,NaN,,NaN,NaN
343.3,4.5,135,0.8,left  ,41,4,347.8,NaN,NaN,,NaN,NaN
346.1,4.5,30,0.2,right ,41,4,350.6,NaN,NaN,,NaN,NaN
352.4,4.5,135,0.2,left  ,42,4,356.9,NaN,NaN,,NaN,NaN
354.6,4.5,120,0.2,right ,42,4,359.1,NaN,NaN,,NaN,NaN
361.4,4.5,135,0.8,left  ,43,4,365.9,NaN,NaN,,NaN,NaN
363.2,4.5,105,0.2,right ,43,4,367.7,NaN,NaN,,NaN,NaN
370.6,4.5,135,0.2,left  ,44,4,375.1,NaN,NaN,,NaN,NaN
372.1,4.5,150,0.8,right ,44,4,376.6,NaN,NaN,,NaN,NaN
379.7,4.5,105,0.8,left  ,45,4,384.2,NaN,NaN,,NaN,NaN
379.7,4.5,60,0.2,right ,45,4,384.2,NaN,NaN,,NaN,NaN
389,4.5,105,0.8,right ,46,4,393.5,NaN,NaN,,NaN,NaN
389.2,4.5,75,0.2,left  ,46,4,393.7,NaN,NaN,,NaN,NaN
396.9,4.5,120,0.8,left  ,47,4,401.4,NaN,NaN,,NaN,NaN
398.4,4.5,165,0.2,right ,47,4,402.9,NaN,NaN,,NaN,NaN
405.2,4.5,120,0.8,left  ,48,4,409.7,NaN,NaN,,NaN,NaN
406.1,4.5,30,0.8,right ,48,4,410.6,NaN,NaN,,NaN,NaN
