onset_expected	duration_expected	orientation	contrast	side	trial	subject	trial_type	run
179.3	0.4	n/a	n/a	middle	44	6	dim	3
182.9	0.4	n/a	n/a	middle	45	6	dim	3
184.6	5	75	0.8	left	24	6	grating	3
186.7	0.4	n/a	n/a	middle	46	6	dim	3
187.3	5	45	0.8	right	24	6	grating	3
192.1	0.4	n/a	n/a	middle	47	6	dim	3
193.3	5	150	0.2	left	25	6	grating	3
195.5	5	75	0.2	right	25	6	grating	3
196.3	0.4	n/a	n/a	middle	48	6	dim	3
200.8	5	30	0.2	left	26	6	grating	3
201.6	0.4	n/a	n/a	middle	49	6	dim	3
204.1	5	30	0.8	right	26	6	grating	3
205.5	0.4	n/a	n/a	middle	50	6	dim	3
209.2	0.4	n/a	n/a	middle	51	6	dim	3
209.5	5	30	0.8	left	27	6	grating	3
211.7	5	120	0.8	right	27	6	grating	3
213.9	0.4	n/a	n/a	middle	52	6	dim	3
217	5	105	0.8	left	28	6	grating	3
218.6	0.4	n/a	n/a	middle	53	6	dim	3
219.5	5	60	0.2	right	28	6	grating	3
222.3	0.4	n/a	n/a	middle	54	6	dim	3
224.8	0.4	n/a	n/a	middle	55	6	dim	3
225.7	5	75	0.2	left	29	6	grating	3
227	5	165	0.2	right	29	6	grating	3
227.4	0.4	n/a	n/a	middle	56	6	dim	3
232.2	0.4	n/a	n/a	middle	57	6	dim	3
233.5	5	60	0.2	left	30	6	grating	3
235.1	5	45	0.8	right	30	6	grating	3
236.6	0.4	n/a	n/a	middle	58	6	dim	3
239.1	0.4	n/a	n/a	middle	59	6	dim	3
241.6	5	165	0.2	left	31	6	grating	3
243.2	0.4	n/a	n/a	middle	60	6	dim	3
243.5	5	30	0.8	right	31	6	grating	3
247.8	0.4	n/a	n/a	middle	61	6	dim	3
250.2	5	0	0.2	left	32	6	grating	3
250.5	0.4	n/a	n/a	middle	62	6	dim	3
251.3	5	150	0.2	right	32	6	grating	3
253.5	0.4	n/a	n/a	middle	63	6	dim	3
258.4	0.4	n/a	n/a	middle	64	6	dim	3
258.8	5	0	0.2	left	33	6	grating	3
259	5	45	0.2	right	33	6	grating	3
261.2	0.4	n/a	n/a	middle	65	6	dim	3
266.3	0.4	n/a	n/a	middle	66	6	dim	3
266.5	5	0	0.2	left	34	6	grating	3
266.9	5	150	0.8	right	34	6	grating	3
271.5	0.4	n/a	n/a	middle	67	6	dim	3
273.9	0.4	n/a	n/a	middle	68	6	dim	3
274.8	5	75	0.8	left	35	6	grating	3
274.9	5	90	0.8	right	35	6	grating	3
277.4	0.4	n/a	n/a	middle	69	6	dim	3
280.3	0.4	n/a	n/a	middle	70	6	dim	3
283.3	5	60	0.8	right	36	6	grating	3
283.5	5	90	0.8	left	36	6	grating	3
284.3	0.4	n/a	n/a	middle	71	6	dim	3
287	0.4	n/a	n/a	middle	72	6	dim	3
289.5	0.4	n/a	n/a	middle	73	6	dim	3
291.4	5	90	0.2	right	37	6	grating	3
292.2	5	120	0.2	left	37	6	grating	3
294.7	0.4	n/a	n/a	middle	74	6	dim	3
299.3	5	150	0.8	right	38	6	grating	3
299.8	5	120	0.2	left	38	6	grating	3
300.1	0.4	n/a	n/a	middle	75	6	dim	3
303.6	0.4	n/a	n/a	middle	76	6	dim	3
307.5	5	30	0.2	left	39	6	grating	3
307.9	5	90	0.8	right	39	6	grating	3
307.9	0.4	n/a	n/a	middle	77	6	dim	3
310.5	0.4	n/a	n/a	middle	78	6	dim	3
313.5	0.4	n/a	n/a	middle	79	6	dim	3
315.9	5	60	0.8	left	40	6	grating	3
316	0.4	n/a	n/a	middle	80	6	dim	3
316.6	5	135	0.2	right	40	6	grating	3
319.8	0.4	n/a	n/a	middle	81	6	dim	3
322.6	0.4	n/a	n/a	middle	82	6	dim	3
323.4	5	150	0.8	left	41	6	grating	3
324.9	5	15	0.2	right	41	6	grating	3
328	0.4	n/a	n/a	middle	83	6	dim	3
330.9	5	165	0.2	left	42	6	grating	3
332.5	5	30	0.2	right	42	6	grating	3
339	5	75	0.2	left	43	6	grating	3
340.8	5	120	0.8	right	43	6	grating	3
347.6	5	120	0.8	left	44	6	grating	3
348.7	5	0	0.2	right	44	6	grating	3
356.3	5	105	0.8	left	45	6	grating	3
357.4	5	75	0.8	right	45	6	grating	3
363.8	5	45	0.2	left	46	6	grating	3
365.2	5	15	0.8	right	46	6	grating	3
372	5	90	0.8	left	47	6	grating	3
373.6	5	0	0.2	right	47	6	grating	3
380.6	5	105	0.2	left	48	6	grating	3
381.7	5	105	0.8	right	48	6	grating	3
