side	run	subject	filename	onset_expected	duration_expected	orientation	contrast	trial	trial_type	iti_expected	n_flip_in_trial	trial_start	trial_end	exitflag	response	rt	correct	onset	duration
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	251.8	5	0	0.2	32	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	259.4	5	45	0.2	33	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	267.9	5	60	0.8	34	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	276.3	5	120	0.8	35	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	284.8	5	75	0.2	36	grating	3.599999999999966	85.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	293.4	5	0	0.2	37	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	302	5	135	0.8	38	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	309.5	5	105	0.8	39	grating	3.1999999999999886	81.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	317.7	5	150	0.8	40	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	326.2	5	120	0.8	41	grating	2.6000000000000227	76.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	333.8	5	105	0.2	42	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	341.6	5	15	0.8	43	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	349.6	5	60	0.8	44	grating	3.099999999999966	80.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	357.7	5	45	0.8	45	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	366.3	5	15	0.2	46	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	374.1	5	0	0.2	47	grating	2.599999999999966	75.99999999999966	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
left	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	381.7	5	30	0.2	48	grating	33.30000000000001	383.0000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	0	5	165	0.2	1	grating	3.5999999999999996	86	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	8.6	5	120	0.2	2	grating	3.700000000000001	87.00000000000001	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	17.3	5	135	0.2	3	grating	2.599999999999998	75.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	24.9	5	150	0.2	4	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	32.4	5	45	0.2	5	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	39.9	5	120	0.8	6	grating	3.700000000000003	87.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	48.6	5	120	0.2	7	grating	2.8999999999999986	78.99999999999999	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	56.5	5	15	0.2	8	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	64.5	5	165	0.2	9	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	72.5	5	105	0.2	10	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	80.2	5	75	0.8	11	grating	3.0999999999999943	80.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	88.3	5	60	0.2	12	grating	3.299999999999997	82.99999999999997	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	96.6	5	0	0.2	13	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	104.6	5	30	0.8	14	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	112.6	5	105	0.2	15	grating	2.700000000000003	77.00000000000003	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	120.3	5	0	0.2	16	grating	3.6000000000000085	86.00000000000009	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	128.9	5	30	0.8	17	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	137.6	5	60	0.2	18	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	145.5	5	15	0.8	19	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	154.2	5	90	0.2	20	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	162.8	5	45	0.2	21	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	171.3	5	150	0.2	22	grating	3.299999999999983	82.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	179.6	5	105	0.8	23	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	188.1	5	90	0.8	24	grating	2.5	75	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	195.6	5	90	0.8	25	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	203.8	5	0	0.2	26	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	212.5	5	150	0.8	27	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	220.3	5	120	0.8	28	grating	2.5999999999999943	75.99999999999994	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	227.9	5	15	0.2	29	grating	2.799999999999983	77.99999999999983	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	235.7	5	90	0.2	30	grating	2.9000000000000057	79.00000000000006	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	243.6	5	135	0.8	31	grating	3.200000000000017	82.00000000000017	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	251.8	5	30	0.2	32	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	259.6	5	75	0.2	33	grating	3.3999999999999773	83.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	268	5	15	0.8	34	grating	3	80	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	276	5	75	0.8	35	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	284.6	5	165	0.8	36	grating	2.7999999999999545	77.99999999999955	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	292.4	5	60	0.8	37	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	300.9	5	30	0.2	38	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	309.4	5	75	0.2	39	grating	2.8000000000000114	78.00000000000011	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	317.2	5	150	0.8	40	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	325.6	5	45	0.8	41	grating	3.2999999999999545	82.99999999999955	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	333.9	5	135	0.2	42	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	342.4	5	165	0.8	43	grating	3.400000000000034	84.00000000000034	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	350.8	5	105	0.8	44	grating	3.6999999999999886	86.99999999999989	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	359.5	5	135	0.8	45	grating	3.5	85	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	368	5	45	0.8	46	grating	3.6000000000000227	86.00000000000023	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	376.6	5	0	0.2	47	grating	2.8999999999999773	78.99999999999977	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
right	3	5	ga_dump/sub-05_task-contrast_run-03_ga_events.tsv	384.5	5	60	0.8	48	grating	30.5	355	NaN	NaN	NA	NO RESPONSE	NaN	NA	NaN	NaN
