onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
175.3,4.5,15,0.2,left  ,21,4,179.8,332200.025779737,NaN,ESCAPE,0.6,0
183.2,4.5,60,0.8,right ,22,4,187.7,NaN,NaN,,NaN,NaN
184.1,4.5,30,0.8,left  ,22,4,188.6,NaN,NaN,,NaN,NaN
191.2,4.5,120,0.8,right ,23,4,195.7,NaN,NaN,,NaN,NaN
192.4,4.5,150,0.2,left  ,23,4,196.9,NaN,NaN,,NaN,NaN
200.3,4.5,60,0.2,right ,24,4,204.8,NaN,NaN,,NaN,NaN
200.5,4.5,45,0.2,left  ,24,4,205,NaN,NaN,,NaN,NaN
208.7,4.5,90,0.2,left  ,25,4,213.2,NaN,NaN,,NaN,NaN
209.5,4.5,0,0.2,right ,25,4,214,NaN,NaN,,NaN,NaN
218.1,4.5,135,0.2,left  ,26,4,222.6,NaN,NaN,,NaN,NaN
218.7,4.5,165,0.2,right ,26,4,223.2,NaN,NaN,,NaN,NaN
226.5,4.5,60,0.2,left  ,27,4,231,NaN,NaN,,NaN,NaN
227.1,4.5,75,0.2,right ,27,4,231.6,NaN,NaN,,NaN,NaN
234.9,4.5,45,0.2,left  ,28,4,239.4,NaN,NaN,,NaN,NaN
236.6,4.5,165,0.2,right ,28,4,241.1,NaN,NaN,,NaN,NaN
243.3,4.5,45,0.8,left  ,29,4,247.8,NaN,NaN,,NaN,NaN
245.8,4.5,15,0.2,right ,29,4,250.3,NaN,NaN,,NaN,NaN
252.7,4.5,120,0.2,left  ,30,4,257.2,NaN,NaN,,NaN,NaN
253.4,4.5,105,0.2,right ,30,4,257.9,NaN,NaN,,NaN,NaN
260.6,4.5,90,0.2,left  ,31,4,265.1,NaN,NaN,,NaN,NaN
261.3,4.5,45,0.2,right ,31,4,265.8,NaN,NaN,,NaN,NaN
269.9,4.5,105,0.2,left  ,32,4,274.4,NaN,NaN,,NaN,NaN
270.5,4.5,150,0.8,right ,32,4,275,NaN,NaN,,NaN,NaN
277.4,4.5,0,0.2,left  ,33,4,281.9,NaN,NaN,,NaN,NaN
278.8,4.5,30,0.2,right ,33,4,283.3,NaN,NaN,,NaN,NaN
285.6,4.5,105,0.8,left  ,34,4,290.1,NaN,NaN,,NaN,NaN
287.2,4.5,15,0.8,right ,34,4,291.7,NaN,NaN,,NaN,NaN
294.7,4.5,60,0.2,left  ,35,4,299.2,NaN,NaN,,NaN,NaN
296.6,4.5,90,0.8,right ,35,4,301.1,NaN,NaN,,NaN,NaN
302.9,4.5,90,0.8,left  ,36,4,307.4,NaN,NaN,,NaN,NaN
306.1,4.5,45,0.8,right ,36,4,310.6,NaN,NaN,,NaN,NaN
311.6,4.5,0,0.2,left  ,37,4,316.1,NaN,NaN,,NaN,NaN
315.2,4.5,30,0.2,right ,37,4,319.7,NaN,NaN,,NaN,NaN
320,4.5,165,0.2,left  ,38,4,324.5,NaN,NaN,,NaN,NaN
323.9,4.5,105,0.8,right ,38,4,328.4,NaN,NaN,,NaN,NaN
327.5,4.5,150,0.8,left  ,39,4,332,NaN,NaN,,NaN,NaN
333.3,4.5,15,0.8,right ,39,4,337.8,NaN,NaN,,NaN,NaN
336.2,4.5,0,0.2,left  ,40,4,340.7,NaN,NaN,,NaN,NaN
341.8,4.5,150,0.2,right ,40,4,346.3,NaN,NaN,,NaN,NaN
344.9,4.5,75,0.2,left  ,41,4,349.4,NaN,NaN,,NaN,NaN
349.6,4.5,60,0.8,right ,41,4,354.1,NaN,NaN,,NaN,NaN
353.7,4.5,165,0.8,left  ,42,4,358.2,NaN,NaN,,NaN,NaN
357.7,4.5,105,0.8,right ,42,4,362.2,NaN,NaN,,NaN,NaN
361.9,4.5,15,0.8,left  ,43,4,366.4,NaN,NaN,,NaN,NaN
365.8,4.5,150,0.8,right ,43,4,370.3,NaN,NaN,,NaN,NaN
370.4,4.5,135,0.2,left  ,44,4,374.9,NaN,NaN,,NaN,NaN
374.4,4.5,0,0.2,right ,44,4,378.9,NaN,NaN,,NaN,NaN
379.3,4.5,150,0.8,left  ,45,4,383.8,NaN,NaN,,NaN,NaN
382,4.5,0,0.2,right ,45,4,386.5,NaN,NaN,,NaN,NaN
388.6,4.5,45,0.8,left  ,46,4,393.1,NaN,NaN,,NaN,NaN
389.6,4.5,90,0.2,right ,46,4,394.1,NaN,NaN,,NaN,NaN
396.2,4.5,90,0.8,left  ,47,4,400.7,NaN,NaN,,NaN,NaN
397.4,4.5,15,0.2,right ,47,4,401.9,NaN,NaN,,NaN,NaN
403.9,4.5,60,0.8,left  ,48,4,408.4,NaN,NaN,,NaN,NaN
406.8,4.5,30,0.8,right ,48,4,411.3,NaN,NaN,,NaN,NaN
