onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
168.8,4.5,15,0.8,left  ,20,4,173.3,175279.811464093,175288.812797253,OK,0.15,0
169.3,4.5,0,0.2,right ,20,4,173.8,175279.811464093,175288.812797253,OK,0.15,0
177.8,4.5,90,0.2,left  ,21,4,182.3,175288.912839829,175297.614139607,OK,0.3,1
178.4,4.5,120,0.8,right ,21,4,182.9,175288.912839829,175297.614139607,OK,0.3,1
187,4.5,165,0.8,right ,22,4,191.5,175297.714165657,175306.615465556,OK,0.25,1
187.2,4.5,135,0.8,left  ,22,4,191.7,175297.714165657,175306.615465556,OK,0.25,1
195.7,4.5,135,0.2,left  ,23,4,200.2,175306.723702693,175315.316789672,OK,0.2,1
196.2,4.5,135,0.2,right ,23,4,200.7,175306.723702693,175315.316789672,OK,0.2,1
204.8,4.5,30,0.2,left  ,24,4,209.3,175315.416786577,175324.809742133,OK,0.15,0
204.9,4.5,90,0.8,right ,24,4,209.4,175315.416786577,175324.809742133,OK,0.15,0
213.2,4.5,15,0.2,left  ,25,4,217.7,175324.909906396,175334.111287751,OK,0.3,1
214.3,4.5,45,0.8,right ,25,4,218.8,175324.909906396,175334.111287751,OK,0.3,1
222.4,4.5,150,0.2,left  ,26,4,226.9,175334.219621036,175342.612557062,OK,0.25,0
223.6,4.5,60,0.8,right ,26,4,228.1,175334.219621036,175342.612557062,OK,0.25,0
230.7,4.5,0,0.2,left  ,27,4,235.2,175342.712573197,175351.713933999,OK,0.4,1
232.1,4.5,105,0.8,right ,27,4,236.6,175342.712573197,175351.713933999,OK,0.4,1
239.7,4.5,30,0.8,left  ,28,4,244.2,175351.813936013,175360.115184171,OK,0.35,1
241.2,4.5,105,0.2,right ,28,4,245.7,175351.813936013,175360.115184171,OK,0.35,1
249.2,4.5,60,0.2,left  ,29,4,253.7,175360.215324398,175369.316609994,OK,0.3,1
249.6,4.5,150,0.2,right ,29,4,254.1,175360.215324398,175369.316609994,OK,0.3,1
257.7,4.5,0,0.2,left  ,30,4,262.2,175369.416597585,175377.31775957,OK,0.25,0
258.8,4.5,75,0.8,right ,30,4,263.3,175369.416597585,175377.31775957,OK,0.25,0
266.1,4.5,45,0.8,left  ,31,4,270.6,175377.417783517,175386.810887202,OK,0.4,1
266.9,4.5,75,0.8,right ,31,4,271.4,175377.417783517,175386.810887202,OK,0.4,1
274,4.5,60,0.2,left  ,32,4,278.5,175386.910909046,175394.812097472,OK,0.35,1
276.4,4.5,0,0.2,right ,32,4,280.9,175386.910909046,175394.812097472,OK,0.35,1
282.1,4.5,165,0.2,left  ,33,4,286.6,175394.912114809,175402.413238395,OK,0.3,0
284.4,4.5,15,0.8,right ,33,4,288.9,175394.912114809,175402.413238395,OK,0.3,0
289.8,4.5,90,0.8,left  ,34,4,294.3,175402.513236502,175411.414649375,OK,0.45,1
292,4.5,90,0.2,right ,34,4,296.5,175402.513236502,175411.414649375,OK,0.45,1
298,4.5,165,0.2,left  ,35,4,302.5,175411.514662806,175420.615955613,OK,0.4,1
301,4.5,105,0.8,right ,35,4,305.5,175411.514662806,175420.615955613,OK,0.4,1
306.1,4.5,75,0.2,left  ,36,4,310.6,175420.715969044,175430.117379062,OK,0.35,0
310.2,4.5,105,0.2,right ,36,4,314.7,175420.715969044,175430.117379062,OK,0.35,0
314.3,4.5,0,0.2,left  ,37,4,318.8,175430.217404211,175438.110270679,OK,0.5,1
319.6,4.5,120,0.2,right ,37,4,324.1,175430.217404211,175438.110270679,OK,0.5,1
323.5,4.5,75,0.8,left  ,38,4,328,175438.210288316,175447.311654437,OK,0.45,1
327.7,4.5,135,0.2,right ,38,4,332.2,175438.210288316,175447.311654437,OK,0.45,1
332.1,4.5,60,0.8,left  ,39,4,336.6,175447.428189195,175455.812910528,OK,0.4,0
336.8,4.5,45,0.2,right ,39,4,341.3,175447.428189195,175455.812910528,OK,0.4,0
340.6,4.5,60,0.8,left  ,40,4,345.1,175455.912925762,175464.314077681,OK,0.55,1
345.4,4.5,0,0.2,right ,40,4,349.9,175455.912925762,175464.314077681,OK,0.55,1
349.7,4.5,135,0.2,left  ,41,4,354.2,175464.414143393,175473.415576006,OK,0.5,1
353.8,4.5,150,0.8,right ,41,4,358.3,175464.414143393,175473.415576006,OK,0.5,1
357.4,4.5,150,0.8,left  ,42,4,361.9,175473.515601756,175482.816972504,OK,0.45,0
363,4.5,0,0.2,right ,42,4,367.5,175473.515601756,175482.816972504,OK,0.45,0
366.2,4.5,105,0.2,left  ,43,4,370.7,175482.91698894,175490.418196355,OK,0.6,1
372.4,4.5,165,0.2,right ,43,4,376.9,175482.91698894,175490.418196355,OK,0.6,1
374.4,4.5,135,0.8,left  ,44,4,378.9,175490.509808806,175499.311137338,OK,0.55,1
380,4.5,45,0.8,right ,44,4,384.5,175490.509808806,175499.311137338,OK,0.55,1
382.6,4.5,150,0.2,left  ,45,4,387.1,175499.411020067,175507.312336191,OK,0.5,1
388.9,4.5,15,0.8,right ,45,4,393.4,175499.411020067,175507.312336191,OK,0.5,1
391.3,4.5,120,0.8,left  ,46,4,395.8,175507.412348119,175515.613590058,OK,0.45,1
396.8,4.5,15,0.2,right ,46,4,401.3,175507.412348119,175515.613590058,OK,0.45,1
400.6,4.5,30,0.2,left  ,47,4,405.1,175515.755234313,175523.614794018,OK,0.4,1
405.1,4.5,120,0.2,right ,47,4,409.6,175515.755234313,175523.614794018,OK,0.4,1
408.5,4.5,105,0.8,left  ,48,4,413,175523.714810454,175530.415789937,OK,0.35,1
413.1,4.5,60,0.2,right ,48,4,417.6,175523.714810454,175530.415789937,OK,0.35,1
