onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
365,4.5,165,0.2,right ,43,4,369.5,173174.022778195,173183.42225112,OK,0.5,1
367.3,4.5,30,0.8,left  ,43,4,371.8,173174.022778195,173183.42225112,OK,0.5,1
373.6,4.5,60,0.2,right ,44,4,378.1,173183.52212814,173191.921566512,OK,0.45,1
376.8,4.5,150,0.8,left  ,44,4,381.3,173183.52212814,173191.921566512,OK,0.45,1
381.3,4.5,120,0.2,right ,45,4,385.8,173192.063098694,173201.420874093,OK,0.4,1
385.3,4.5,75,0.2,left  ,45,4,389.8,173192.063098694,173201.420874093,OK,0.4,1
389.5,4.5,30,0.2,right ,46,4,394,173201.520958132,173209.720419078,OK,0.35,1
394.8,4.5,60,0.2,left  ,46,4,399.3,173201.520958132,173209.720419078,OK,0.35,1
398.7,4.5,45,0.2,right ,47,4,403.2,173209.820345816,173218.01975282,OK,0.3,1
403.2,4.5,120,0.8,left  ,47,4,407.7,173209.820345816,173218.01975282,OK,0.3,1
406.7,4.5,165,0.2,right ,48,4,411.2,173218.119753932,173226.519139122,OK,0.25,1
411.5,4.5,165,0.2,left  ,48,4,416,173218.119753932,173226.519139122,OK,0.25,1
