onset,duration,orientation,contrast,side,trial,subject,tEnd_expected_from0,tStart_realized,tEnd_realized,exitFlag,luminance_difference,correct
200.7,4.5,105,0.8,left  ,24,4,205.2,175942.269305804,175951.562400265,OK,0.35,1
208.1,4.5,45,0.8,right ,25,4,212.6,175951.662412193,175960.463726604,OK,0.3,0
210,4.5,30,0.2,left  ,25,4,214.5,175951.662412193,175960.463726604,OK,0.3,0
215.9,4.5,45,0.2,right ,26,4,220.4,175960.56386623,175969.565105044,OK,0.45,1
218.9,4.5,15,0.2,left  ,26,4,223.4,175960.56386623,175969.565105044,OK,0.45,1
224.1,4.5,0,0.2,right ,27,4,228.6,175969.689977384,175978.166387185,OK,0.4,1
228,4.5,60,0.8,left  ,27,4,232.5,175969.689977384,175978.166387185,OK,0.4,1
233.3,4.5,0,0.2,right ,28,4,237.8,175978.266413536,175987.667811235,OK,0.35,0
236.6,4.5,135,0.8,left  ,28,4,241.1,175978.266413536,175987.667811235,OK,0.35,0
242,4.5,150,0.2,right ,29,4,246.5,175987.767806638,175995.268954562,OK,0.5,1
246.1,4.5,165,0.8,left  ,29,4,250.6,175987.767806638,175995.268954562,OK,0.5,1
250.7,4.5,105,0.8,right ,30,4,255.2,175995.369040404,176003.861925561,OK,0.45,1
253.7,4.5,45,0.2,left  ,30,4,258.2,175995.369040404,176003.861925561,OK,0.45,1
260.1,4.5,90,0.8,right ,31,4,264.6,176003.961943499,176011.863100376,OK,0.4,1
262.3,4.5,0,0.2,left  ,31,4,266.8,176003.961943499,176011.863100376,OK,0.4,1
268.8,4.5,120,0.2,right ,32,4,273.3,176011.96314175,176020.364375997,OK,0.35,1
270.3,4.5,75,0.8,left  ,32,4,274.8,176011.96314175,176020.364375997,OK,0.35,1
276.3,4.5,165,0.2,right ,33,4,280.8,176020.464399944,176029.265766937,OK,0.3,1
278.8,4.5,30,0.8,left  ,33,4,283.3,176020.464399944,176029.265766937,OK,0.3,1
285.4,4.5,105,0.2,right ,34,4,289.9,176029.365785175,176037.166902781,OK,0.25,1
287.7,4.5,75,0.2,left  ,34,4,292.2,176029.365785175,176037.166902781,OK,0.25,1
294.1,4.5,30,0.8,right ,35,4,298.6,176037.266902992,176045.86821578,OK,0.2,0
295.6,4.5,45,0.8,left  ,35,4,300.1,176037.266902992,176045.86821578,OK,0.2,0
302.6,4.5,15,0.8,right ,36,4,307.1,176045.968219296,176053.869450989,OK,0.35,1
304.3,4.5,150,0.2,left  ,36,4,308.8,176045.968219296,176053.869450989,OK,0.35,1
310.6,4.5,135,0.8,right ,37,4,315.1,176053.969510391,176063.162499177,OK,0.3,1
312.4,4.5,30,0.8,left  ,37,4,316.9,176053.969510391,176063.162499177,OK,0.3,1
318.6,4.5,0,0.2,right ,38,4,323.1,176063.30404518,176070.863585626,OK,0.25,1
321.7,4.5,135,0.2,left  ,38,4,326.2,176063.30404518,176070.863585626,OK,0.25,1
327.1,4.5,90,0.2,right ,39,4,331.6,176071.005260528,176078.664833034,OK,0.2,1
329.4,4.5,135,0.2,left  ,39,4,333.9,176071.005260528,176078.664833034,OK,0.2,1
335,4.5,60,0.8,right ,40,4,339.5,176078.764833544,176088.166246568,OK,0.15,0
337.1,4.5,30,0.2,left  ,40,4,341.6,176078.764833544,176088.166246568,OK,0.15,0
342.6,4.5,15,0.8,right ,41,4,347.1,176088.26627412,176095.867373579,OK,0.3,1
346.6,4.5,15,0.8,left  ,41,4,351.1,176088.26627412,176095.867373579,OK,0.3,1
350.4,4.5,75,0.2,right ,42,4,354.9,176095.967482858,176103.668547373,OK,0.25,1
354.4,4.5,60,0.2,left  ,42,4,358.9,176095.967482858,176103.668547373,OK,0.25,1
358.4,4.5,150,0.8,right ,43,4,362.9,176103.768576427,176111.461568069,OK,0.2,1
362.2,4.5,165,0.8,left  ,43,4,366.7,176103.768576427,176111.461568069,OK,0.2,1
366.3,4.5,105,0.2,right ,44,4,370.8,176111.569756531,176119.162570988,OK,0.15,1
370,4.5,165,0.2,left  ,44,4,374.5,176111.569756531,176119.162570988,OK,0.15,1
375,4.5,150,0.8,right ,45,4,379.5,176119.262598841,176127.463815541,OK,0.1,0
377.6,4.5,120,0.8,left  ,45,4,382.1,176119.262598841,176127.463815541,OK,0.1,0
384.2,4.5,30,0.2,right ,46,4,388.7,176127.563825967,176136.36514789,OK,0.25,0
386,4.5,45,0.8,left  ,46,4,390.5,176127.563825967,176136.36514789,OK,0.25,0
393.4,4.5,45,0.8,right ,47,4,397.9,176136.465151105,176145.66653907,OK,0.4,1
394.9,4.5,105,0.2,left  ,47,4,399.4,176136.465151105,176145.66653907,OK,0.4,1
402.5,4.5,120,0.2,right ,48,4,407,176145.766556406,176161.46889549,OK,0.35,1
404.1,4.5,15,0.8,left  ,48,4,408.6,176145.766556406,176161.46889549,OK,0.35,1
